month,region,bu,product_line,segment,metric,actual,plan,prior,currency
2024-08,EMEA,Core,Alpha,MidMarket,gross_margin,1368666.62,1440257.36,1542745.04,USD
2024-08,EMEA,Core,Alpha,Enterprise,revenue,1214460.45,1227974.53,1200541.66,EUR
2024-08,EMEA,Core,Alpha,Enterprise,gross_margin,876072.71,859582.17,850996.32,USD
2024-08,EMEA,Core,Beta,SMB,revenue,1840943.76,1798860.67,1641791.06,EUR
2024-08,EMEA,Core,Beta,SMB,gross_margin,1248690.29,1205236.65,1094073.52,USD
2024-08,EMEA,Core,Beta,MidMarket,revenue,1592254.33,1499050.56,1437917.1,EUR
2024-08,EMEA,Core,Beta,MidMarket,gross_margin,1132232.95,1004363.88,952596.58,USD
2024-08,EMEA,Core,Beta,Enterprise,revenue,870280.85,894671.45,815260.68,EUR
2024-08,EMEA,Core,Beta,Enterprise,gross_margin,567950.39,599429.87,554100.85,USD
2024-08,EMEA,Core,Gamma,SMB,revenue,3006427.62,2994492.04,2226746.56,EUR
2024-08,EMEA,Core,Gamma,SMB,gross_margin,1904851.48,1886529.99,1441743.9,USD
2024-08,EMEA,Core,Gamma,MidMarket,revenue,2934777.81,2495410.04,2198537.14,EUR
2024-08,EMEA,Core,Gamma,MidMarket,gross_margin,1855273.04,1572108.32,1391239.16,USD
2024-08,EMEA,Core,Gamma,Enterprise,revenue,1480460.24,1489324.09,1403637.66,EUR
2024-08,EMEA,Core,Gamma,Enterprise,gross_margin,915679.63,938274.17,886759.85,USD
2024-08,EMEA,Core,ServicesPlus,SMB,revenue,2047024.98,1608334.62,1703070.35,EUR
2024-08,EMEA,Core,ServicesPlus,SMB,gross_margin,1265376.55,981084.12,1036440.01,USD
2024-08,EMEA,Core,ServicesPlus,MidMarket,revenue,1365670.63,1340278.85,1315293.43,EUR
2024-08,EMEA,Core,ServicesPlus,MidMarket,gross_margin,822749.04,817570.1,802717.81,USD
2024-08,EMEA,Core,ServicesPlus,Enterprise,revenue,880261.78,799912.46,765383.99,EUR
2024-08,EMEA,Core,ServicesPlus,Enterprise,gross_margin,555469.24,487946.6,472641.18,USD
2024-08,EMEA,Growth,Alpha,SMB,revenue,2189591.42,2129031.78,2183296.43,EUR
2024-08,EMEA,Growth,Alpha,SMB,gross_margin,1224858.95,1213548.11,1228467.04,USD
2024-08,EMEA,Growth,Alpha,MidMarket,revenue,1689757.1,1780107.13,1741694.42,EUR
2024-08,EMEA,Growth,Alpha,MidMarket,gross_margin,931515.34,1014661.06,1018049.55,USD
2024-08,EMEA,Growth,Alpha,Enterprise,revenue,867075.44,1064515.89,1168897.56,EUR
2024-08,EMEA,Growth,Alpha,Enterprise,gross_margin,502066.98,606774.06,659750.92,USD
2024-08,EMEA,Growth,Beta,SMB,revenue,1328638.09,1378063.13,1334681.87,EUR
2024-08,EMEA,Growth,Beta,SMB,gross_margin,724674.49,744154.09,712970.97,USD
2024-08,EMEA,Growth,Beta,MidMarket,revenue,1065536.47,1152213.89,1081149.89,EUR
2024-08,EMEA,Growth,Beta,MidMarket,gross_margin,608339.43,622195.5,608992.55,USD
2024-08,EMEA,Growth,Beta,Enterprise,revenue,619716.57,689031.56,690847.44,EUR
2024-08,EMEA,Growth,Beta,Enterprise,gross_margin,324386.96,372077.04,368915.98,USD
2024-08,EMEA,Growth,Gamma,SMB,revenue,3008993.91,3084930.11,2965370.22,EUR
2024-08,EMEA,Growth,Gamma,SMB,gross_margin,1504710.79,1542465.05,1406565.63,USD
2024-08,EMEA,Growth,Gamma,MidMarket,revenue,2529084.64,2579344.34,2435683.6,EUR
2024-08,EMEA,Growth,Gamma,MidMarket,gross_margin,1255402.98,1289672.17,1226666.63,USD
2024-08,EMEA,Growth,Gamma,Enterprise,revenue,1442775.31,1542465.05,1550045.27,EUR
2024-08,EMEA,Growth,Gamma,Enterprise,gross_margin,719512.92,771232.53,771968.08,USD
2024-08,EMEA,Growth,ServicesPlus,SMB,revenue,2500034.49,2561452.21,2124479.69,EUR
2024-08,EMEA,Growth,ServicesPlus,SMB,gross_margin,1244323.17,1229497.06,1012252.35,USD
2024-08,EMEA,Growth,ServicesPlus,MidMarket,revenue,2215593.99,2141658.66,2009118.41,EUR
2024-08,EMEA,Growth,ServicesPlus,MidMarket,gross_margin,1091099.63,1027996.15,927714.84,USD
2024-08,EMEA,Growth,ServicesPlus,Enterprise,revenue,1456838.21,1280726.11,1225399.65,EUR
2024-08,EMEA,Growth,ServicesPlus,Enterprise,gross_margin,683842.92,614748.53,581594.46,USD
2024-08,EMEA,Services,Alpha,SMB,revenue,2885616.99,2831765.71,2403781.05,EUR
2024-08,EMEA,Services,Alpha,SMB,gross_margin,1336026.96,1302612.23,1120763.67,USD
2024-08,EMEA,Services,Alpha,MidMarket,revenue,2337425.58,2361700.18,2162251.49,EUR
2024-08,EMEA,Services,Alpha,MidMarket,gross_margin,1019498.53,1086382.09,1053943.87,USD
2024-08,EMEA,Services,Alpha,Enterprise,revenue,1547660.53,1410196.58,1398313.08,EUR
2024-08,EMEA,Services,Alpha,Enterprise,gross_margin,732146.98,648690.43,644753.96,USD
2024-08,EMEA,Services,Beta,SMB,revenue,3135071.96,3198858.36,3017212.2,EUR
2024-08,EMEA,Services,Beta,SMB,gross_margin,1348243.14,1375509.1,1351772.44,USD
2024-08,EMEA,Services,Beta,MidMarket,revenue,2556329.84,2667856.44,2700241.7,EUR
2024-08,EMEA,Services,Beta,MidMarket,gross_margin,1126568.44,1147178.27,1183363.46,USD
2024-08,EMEA,Services,Beta,Enterprise,revenue,1499609.58,1593005.77,1682529.93,EUR
2024-08,EMEA,Services,Beta,Enterprise,gross_margin,641358.06,684992.48,737339.76,USD
2024-08,EMEA,Services,Gamma,SMB,revenue,2783388.41,2870314.34,2358495.75,EUR
2024-08,EMEA,Services,Gamma,SMB,gross_margin,1103585.53,1119422.59,952541.72,USD
2024-08,EMEA,Services,Gamma,MidMarket,revenue,1836160.36,2393849.84,2307239.75,EUR
2024-08,EMEA,Services,Gamma,MidMarket,gross_margin,684048.06,933601.44,895807.03,USD
2024-08,EMEA,Services,Gamma,Enterprise,revenue,1457110.44,1429393.49,1373617.21,EUR
2024-08,EMEA,Services,Gamma,Enterprise,gross_margin,580119.91,557463.46,518000.36,USD
2024-08,EMEA,Services,ServicesPlus,SMB,revenue,1484338.66,1295180.49,1143989.05,EUR
2024-08,EMEA,Services,ServicesPlus,SMB,gross_margin,518327.1,479216.78,441166.66,USD
2024-08,EMEA,Services,ServicesPlus,MidMarket,revenue,1107829.51,1080183.99,1028906.88,EUR
2024-08,EMEA,Services,ServicesPlus,MidMarket,gross_margin,407402.03,399668.08,364993.12,USD
2024-08,EMEA,Services,ServicesPlus,Enterprise,revenue,656686.32,644989.48,567666.96,EUR
2024-08,EMEA,Services,ServicesPlus,Enterprise,gross_margin,226294.25,238646.11,215559.28,USD
2024-08,APAC,Core,Alpha,SMB,revenue,1273855.54,1248981.68,1245641.99,USD
2024-08,APAC,Core,Alpha,SMB,gross_margin,883646.68,874287.18,872768.32,USD
2024-08,APAC,Core,Alpha,MidMarket,revenue,1162491.83,1040818.07,1080920.37,USD
2024-08,APAC,Core,Alpha,MidMarket,gross_margin,803902.85,728572.65,769615.63,USD
2024-08,APAC,Core,Alpha,Enterprise,revenue,620912.79,621186.66,624096.53,USD
2024-08,APAC,Core,Alpha,Enterprise,gross_margin,402391.34,434830.66,441088.26,USD
2024-08,APAC,Core,Beta,SMB,revenue,3290309.66,3181828.3,3357740.91,USD
2024-08,APAC,Core,Beta,SMB,gross_margin,2136263.85,2131824.96,2238521.89,USD
2024-08,APAC,Core,Beta,MidMarket,revenue,2923309.81,2651523.59,2997402.98,USD
2024-08,APAC,Core,Beta,MidMarket,gross_margin,1966582.46,1776520.8,2056723.25,USD
2024-08,APAC,Core,Beta,Enterprise,revenue,1451471.96,1582496.62,1686437.83,USD
2024-08,APAC,Core,Beta,Enterprise,gross_margin,1015111.12,1060272.73,1118151.14,USD
2024-08,APAC,Core,Gamma,SMB,revenue,1924779.91,1656049.05,1525572.19,USD
2024-08,APAC,Core,Gamma,SMB,gross_margin,1184129.77,1043310.9,962864.42,USD
2024-08,APAC,Core,Gamma,MidMarket,revenue,1381467.31,1380040.88,1339846.85,USD
2024-08,APAC,Core,Gamma,MidMarket,gross_margin,898731.42,869425.75,827117.66,USD
2024-08,APAC,Core,Gamma,Enterprise,revenue,779762.82,823643.44,876853.47,USD
2024-08,APAC,Core,Gamma,Enterprise,gross_margin,503452.22,518895.37,560713.42,USD
2024-08,APAC,Core,ServicesPlus,SMB,revenue,3026483.28,2922789.92,2674165.9,USD
2024-08,APAC,Core,ServicesPlus,SMB,gross_margin,1810514.52,1782901.85,1643578.04,USD
2024-08,APAC,Core,ServicesPlus,MidMarket,revenue,2340050.04,2435658.27,2246149.45,USD
2024-08,APAC,Core,ServicesPlus,MidMarket,gross_margin,1422269.98,1485751.54,1357273.67,USD
2024-08,APAC,Core,ServicesPlus,Enterprise,revenue,1461192.9,1453662.71,1423118.35,USD
2024-08,APAC,Core,ServicesPlus,Enterprise,gross_margin,867476.11,886734.25,873858.35,USD
2024-08,APAC,Growth,Alpha,SMB,revenue,1905430.53,1685939.35,1681867.98,USD
2024-08,APAC,Growth,Alpha,SMB,gross_margin,1077576.63,960985.43,953135.73,USD
2024-08,APAC,Growth,Alpha,MidMarket,revenue,1359434.9,1409632.62,1623165.54,USD
2024-08,APAC,Growth,Alpha,MidMarket,gross_margin,786298.66,803490.6,924925.99,USD
2024-08,APAC,Growth,Alpha,Enterprise,revenue,924535.28,842969.68,912696.63,USD
2024-08,APAC,Growth,Alpha,Enterprise,gross_margin,534040.66,480492.71,498458.05,USD
2024-08,APAC,Growth,Beta,SMB,revenue,2303840.65,2392113.57,2330168.5,USD
2024-08,APAC,Growth,Beta,SMB,gross_margin,1275105.21,1291741.33,1315038.36,USD
2024-08,APAC,Growth,Beta,MidMarket,revenue,2102444.8,2000072.74,1611980.99,USD
2024-08,APAC,Growth,Beta,MidMarket,gross_margin,1187399.99,1080039.28,859759.04,USD
2024-08,APAC,Growth,Beta,Enterprise,revenue,1264845.33,1196056.79,1224054.69,USD
2024-08,APAC,Growth,Beta,Enterprise,gross_margin,712322.21,645870.67,661446.12,USD
2024-08,APAC,Growth,Gamma,SMB,revenue,3095340.21,3273594.99,2924938.88,USD
2024-08,APAC,Growth,Gamma,SMB,gross_margin,1498379.12,1636797.49,1407074.26,USD
2024-08,APAC,Growth,Gamma,MidMarket,revenue,2716581.6,2737089.14,2776395.13,USD
2024-08,APAC,Growth,Gamma,MidMarket,gross_margin,1347078.42,1368544.57,1322899.69,USD
2024-08,APAC,Growth,Gamma,Enterprise,revenue,1866922.14,1636797.49,1549426.62,USD
2024-08,APAC,Growth,Gamma,Enterprise,gross_margin,935145.16,818398.75,786477.29,USD
2024-08,APAC,Growth,ServicesPlus,SMB,revenue,2889055.71,2838027.96,2848290.36,USD
2024-08,APAC,Growth,ServicesPlus,SMB,gross_margin,1439320.76,1362253.42,1383196.0,USD
2024-08,APAC,Growth,ServicesPlus,MidMarket,revenue,2480291.63,2372906.71,2458624.37,USD
2024-08,APAC,Growth,ServicesPlus,MidMarket,gross_margin,1166243.36,1138995.22,1194684.13,USD
2024-08,APAC,Growth,ServicesPlus,Enterprise,revenue,1329887.18,1419013.98,1329581.51,USD
2024-08,APAC,Growth,ServicesPlus,Enterprise,gross_margin,645607.77,681126.71,658423.65,USD
2024-08,APAC,Services,Alpha,SMB,revenue,3348102.1,2921180.61,3061178.64,USD
2024-08,APAC,Services,Alpha,SMB,gross_margin,1495554.95,1343743.08,1483474.35,USD
2024-08,APAC,Services,Alpha,MidMarket,revenue,2839693.51,2436272.45,2719624.02,USD
2024-08,APAC,Services,Alpha,MidMarket,gross_margin,1301498.96,1120685.33,1263608.37,USD
2024-08,APAC,Services,Alpha,Enterprise,revenue,1752195.8,1454724.48,1467463.99,USD
2024-08,APAC,Services,Alpha,Enterprise,gross_margin,779939.32,669173.26,721344.74,USD
2024-08,APAC,Services,Beta,SMB,revenue,2319519.45,2405813.88,2358405.96,USD
2024-08,APAC,Services,Beta,SMB,gross_margin,1005024.31,1034499.97,971202.63,USD
2024-08,APAC,Services,Beta,MidMarket,revenue,2144843.19,2006455.22,1894183.29,USD
2024-08,APAC,Services,Beta,MidMarket,gross_margin,909042.56,862775.74,800963.18,USD
2024-08,APAC,Services,Beta,Enterprise,revenue,1215381.9,1198075.99,1173290.28,USD
2024-08,APAC,Services,Beta,Enterprise,gross_margin,534089.76,515172.67,505918.23,USD
2024-08,APAC,Services,Gamma,SMB,revenue,2731628.9,2634776.55,2545193.02,USD
2024-08,APAC,Services,Gamma,SMB,gross_margin,1018757.27,1027562.86,986583.09,USD
2024-08,APAC,Services,Gamma,MidMarket,revenue,2119037.92,2197410.7,2257174.33,USD
2024-08,APAC,Services,Gamma,MidMarket,gross_margin,783672.14,856990.17,870449.26,USD
2024-08,APAC,Services,Gamma,Enterprise,revenue,1373486.01,1312097.56,1170251.81,USD
2024-08,APAC,Services,Gamma,Enterprise,gross_margin,544435.19,511718.05,456098.89,USD
2024-08,APAC,Services,ServicesPlus,SMB,revenue,2154695.3,2230325.86,2373289.31,USD
2024-08,APAC,Services,ServicesPlus,SMB,gross_margin,823870.7,825220.57,904994.25,USD
2024-08,APAC,Services,ServicesPlus,MidMarket,revenue,1864878.69,1860097.74,1958327.09,USD
2024-08,APAC,Services,ServicesPlus,MidMarket,gross_margin,685984.29,688236.16,699335.23,USD
2024-08,APAC,Services,ServicesPlus,Enterprise,revenue,1091541.01,1110684.36,1125760.92,USD
2024-08,APAC,Services,ServicesPlus,Enterprise,gross_margin,382317.25,410953.21,422266.53,USD
2024-09,NA,Core,Alpha,SMB,revenue,1620370.62,1612690.99,1731956.39,USD
2024-09,NA,Core,Alpha,SMB,gross_margin,1126199.89,1128883.69,1214520.51,USD
2024-09,NA,Core,Alpha,MidMarket,revenue,1202706.51,1343909.16,1322724.89,USD
2024-09,NA,Core,Alpha,MidMarket,gross_margin,825755.54,940736.41,936661.13,USD
2024-09,NA,Core,Alpha,Enterprise,revenue,796615.32,802079.12,849401.16,USD
2024-09,NA,Core,Alpha,Enterprise,gross_margin,551902.72,561455.38,578917.27,USD
2024-09,NA,Core,Beta,SMB,revenue,2230355.61,2467383.14,2690798.04,USD
2024-09,NA,Core,Beta,SMB,gross_margin,1468424.99,1653146.7,1760035.64,USD
2024-09,NA,Core,Beta,MidMarket,revenue,2066341.06,2056152.61,2056090.88,USD
2024-09,NA,Core,Beta,MidMarket,gross_margin,1362215.89,1377622.25,1377904.53,USD
2024-09,NA,Core,Beta,Enterprise,revenue,1319613.14,1227164.1,1369356.19,USD
2024-09,NA,Core,Beta,Enterprise,gross_margin,899694.15,822199.95,909032.02,USD
2024-09,NA,Core,Gamma,SMB,revenue,1388342.1,1316942.39,1080747.21,USD
2024-09,NA,Core,Gamma,SMB,gross_margin,880653.33,829673.71,701683.56,USD
2024-09,NA,Core,Gamma,MidMarket,revenue,1008181.72,1097452.0,975438.83,USD
2024-09,NA,Core,Gamma,MidMarket,gross_margin,622547.01,691394.76,608603.21,USD
2024-09,NA,Core,Gamma,Enterprise,revenue,554044.53,654987.22,516846.95,USD
2024-09,NA,Core,Gamma,Enterprise,gross_margin,351932.47,412641.95,326388.36,USD
2024-09,NA,Core,ServicesPlus,SMB,revenue,1038025.98,1121269.68,1017142.6,USD
2024-09,NA,Core,ServicesPlus,SMB,gross_margin,608782.25,683974.5,602261.59,USD
2024-09,NA,Core,ServicesPlus,MidMarket,revenue,846351.14,934391.4,889957.95,USD
2024-09,NA,Core,ServicesPlus,MidMarket,gross_margin,530896.69,569978.75,539040.68,USD
2024-09,NA,Core,ServicesPlus,Enterprise,revenue,554622.22,557668.52,567341.06,USD
2024-09,NA,Core,ServicesPlus,Enterprise,gross_margin,335055.63,340177.8,344463.49,USD
2024-09,NA,Growth,Alpha,SMB,revenue,1403652.18,1584647.86,1651305.75,USD
2024-09,NA,Growth,Alpha,SMB,gross_margin,805746.18,903249.28,925300.0,USD
2024-09,NA,Growth,Alpha,MidMarket,revenue,1411728.16,1324941.68,1413767.21,USD
2024-09,NA,Growth,Alpha,MidMarket,gross_margin,808723.67,755216.76,808364.07,USD
2024-09,NA,Growth,Alpha,Enterprise,revenue,756046.89,792323.93,838175.27,USD
2024-09,NA,Growth,Alpha,Enterprise,gross_margin,436858.29,451624.64,503978.86,USD
2024-09,NA,Growth,Beta,SMB,revenue,3230029.08,3781876.64,3776968.76,USD
2024-09,NA,Growth,Beta,SMB,gross_margin,1692800.25,2042213.39,1907172.68,USD
2024-09,NA,Growth,Beta,MidMarket,revenue,2903541.53,3162069.08,2780866.8,USD
2024-09,NA,Growth,Beta,MidMarket,gross_margin,1561299.06,1707517.3,1477739.64,USD
2024-09,NA,Growth,Beta,Enterprise,revenue,1826570.15,1890938.32,2065284.39,USD
2024-09,NA,Growth,Beta,Enterprise,gross_margin,983794.15,1021106.69,1143488.37,USD
2024-09,NA,Growth,Gamma,SMB,revenue,3679201.91,3463179.42,3158510.27,USD
2024-09,NA,Growth,Gamma,SMB,gross_margin,1882915.7,1731589.71,1620442.37,USD
2024-09,NA,Growth,Gamma,MidMarket,revenue,3033933.0,2895602.79,2669294.05,USD
2024-09,NA,Growth,Gamma,MidMarket,gross_margin,1490112.38,1447801.4,1337419.47,USD
2024-09,NA,Growth,Gamma,Enterprise,revenue,1790934.25,1731589.71,1808509.75,USD
2024-09,NA,Growth,Gamma,Enterprise,gross_margin,865367.03,865794.85,949537.12,USD
2024-09,NA,Growth,ServicesPlus,SMB,revenue,1036497.95,1102224.78,1083467.17,USD
2024-09,NA,Growth,ServicesPlus,SMB,gross_margin,496036.96,529067.89,534696.77,USD
2024-09,NA,Growth,ServicesPlus,MidMarket,revenue,902031.45,921582.38,803164.17,USD
2024-09,NA,Growth,ServicesPlus,MidMarket,gross_margin,402193.28,442359.54,377116.64,USD
2024-09,NA,Growth,ServicesPlus,Enterprise,revenue,517149.57,551112.39,497456.6,USD
2024-09,NA,Growth,ServicesPlus,Enterprise,gross_margin,248667.43,264533.95,236629.88,USD
2024-09,NA,Services,Alpha,SMB,revenue,1121398.17,1100492.18,1097792.74,USD
2024-09,NA,Services,Alpha,SMB,gross_margin,519224.53,506226.4,487958.81,USD
2024-09,NA,Services,Alpha,MidMarket,revenue,897072.11,917813.43,852852.06,USD
2024-09,NA,Services,Alpha,MidMarket,gross_margin,405867.57,422194.18,391390.84,USD
2024-09,NA,Services,Alpha,Enterprise,revenue,512650.27,548036.27,489521.84,USD
2024-09,NA,Services,Alpha,Enterprise,gross_margin,235898.45,252096.68,222633.46,USD
2024-09,NA,Services,Beta,SMB,revenue,2593741.59,2371919.49,2169363.58,USD
2024-09,NA,Services,Beta,SMB,gross_margin,1117377.93,1019925.38,899859.97,USD
2024-09,NA,Services,Beta,MidMarket,revenue,2217701.39,1978187.2,1739806.52,USD
2024-09,NA,Services,Beta,MidMarket,gross_margin,891703.93,850620.5,722128.71,USD
2024-09,NA,Services,Beta,Enterprise,revenue,1219137.4,1181196.85,1202042.63,USD
2024-09,NA,Services,Beta,Enterprise,gross_margin,523149.74,507914.65,502480.73,USD
2024-09,NA,Services,Gamma,SMB,revenue,2037317.85,2022392.77,1981145.66,USD
2024-09,NA,Services,Gamma,SMB,gross_margin,768186.49,788733.18,732335.95,USD
2024-09,NA,Services,Gamma,MidMarket,revenue,1748656.69,1686680.98,1760519.12,USD
2024-09,NA,Services,Gamma,MidMarket,gross_margin,665909.8,657805.58,675919.1,USD
2024-09,NA,Services,Gamma,Enterprise,revenue,1051430.4,1007135.36,930228.49,USD
2024-09,NA,Services,Gamma,Enterprise,gross_margin,416680.37,392782.79,375403.46,USD
2024-09,NA,Services,ServicesPlus,SMB,revenue,1300851.74,1186750.39,962750.38,USD
2024-09,NA,Services,ServicesPlus,SMB,gross_margin,494355.31,439097.65,354103.58,USD
2024-09,NA,Services,ServicesPlus,MidMarket,revenue,925023.99,989753.0,967039.38,USD
2024-09,NA,Services,ServicesPlus,MidMarket,gross_margin,313373.85,366208.61,350722.49,USD
2024-09,NA,Services,ServicesPlus,Enterprise,revenue,678113.37,590992.16,533904.08,USD
2024-09,NA,Services,ServicesPlus,Enterprise,gross_margin,261904.19,218667.1,187862.49,USD
2024-09,EMEA,Core,Alpha,SMB,revenue,2537340.82,2587482.85,2369592.1,EUR
2024-09,EMEA,Core,Alpha,SMB,gross_margin,1805875.78,1811237.99,1679642.14,USD
2024-09,EMEA,Core,Alpha,MidMarket,revenue,2357492.08,2156235.71,1995830.68,EUR
2024-09,EMEA,Core,Alpha,MidMarket,gross_margin,1622372.58,1509365.0,1368666.62,USD
2024-09,EMEA,Core,Alpha,Enterprise,revenue,1235780.47,1286896.23,1214460.45,EUR
2024-09,EMEA,Core,Alpha,Enterprise,gross_margin,886928.44,900827.36,876072.71,USD
2024-09,EMEA,Core,Beta,SMB,revenue,1928384.64,1887376.18,1840943.76,EUR
2024-09,EMEA,Core,Beta,SMB,gross_margin,1311015.3,1264542.04,1248690.29,USD
2024-09,EMEA,Core,Beta,MidMarket,revenue,1363418.9,1572813.49,1592254.33,EUR
2024-09,EMEA,Core,Beta,MidMarket,gross_margin,893812.38,1053785.04,1132232.95,USD
2024-09,EMEA,Core,Beta,Enterprise,revenue,799648.55,938695.03,870280.85,EUR
2024-09,EMEA,Core,Beta,Enterprise,gross_margin,544274.26,628925.67,567950.39,USD
2024-09,EMEA,Core,Gamma,SMB,revenue,3113450.53,3144545.33,3006427.62,EUR
2024-09,EMEA,Core,Gamma,SMB,gross_margin,1978430.33,1981063.56,1904851.48,USD
2024-09,EMEA,Core,Gamma,MidMarket,revenue,2315855.26,2620454.44,2934777.81,EUR
2024-09,EMEA,Core,Gamma,MidMarket,gross_margin,1495109.18,1650886.3,1855273.04,USD
2024-09,EMEA,Core,Gamma,Enterprise,revenue,1416491.43,1563953.76,1480460.24,EUR
2024-09,EMEA,Core,Gamma,Enterprise,gross_margin,868684.93,985290.87,915679.63,USD
2024-09,EMEA,Core,ServicesPlus,SMB,revenue,1585746.63,1684408.27,2047024.98,EUR
2024-09,EMEA,Core,ServicesPlus,SMB,gross_margin,983793.55,1027489.04,1265376.55,USD
2024-09,EMEA,Core,ServicesPlus,MidMarket,revenue,1412116.0,1403673.56,1365670.63,EUR
2024-09,EMEA,Core,ServicesPlus,MidMarket,gross_margin,865335.5,856240.87,822749.04,USD
2024-09,EMEA,Core,ServicesPlus,Enterprise,revenue,952588.01,837748.03,880261.78,EUR
2024-09,EMEA,Core,ServicesPlus,Enterprise,gross_margin,588363.19,511026.3,555469.24,USD
2024-09,EMEA,Growth,Alpha,SMB,revenue,2333509.94,2239781.72,2189591.42,EUR
2024-09,EMEA,Growth,Alpha,SMB,gross_margin,1322298.89,1276675.58,1224858.95,USD
2024-09,EMEA,Growth,Alpha,MidMarket,revenue,1636886.71,1872706.38,1689757.1,EUR
2024-09,EMEA,Growth,Alpha,MidMarket,gross_margin,986874.23,1067442.64,931515.34,USD
2024-09,EMEA,Growth,Alpha,Enterprise,revenue,1155815.45,1119890.86,867075.44,EUR
2024-09,EMEA,Growth,Alpha,Enterprise,gross_margin,623405.31,638337.79,502066.98,USD
2024-09,EMEA,Growth,Beta,SMB,revenue,1496334.24,1451441.17,1328638.09,EUR
2024-09,EMEA,Growth,Beta,SMB,gross_margin,799875.01,783778.23,724674.49,USD
2024-09,EMEA,Growth,Beta,MidMarket,revenue,1301523.34,1213566.09,1065536.47,EUR
2024-09,EMEA,Growth,Beta,MidMarket,gross_margin,739388.21,655325.69,608339.43,USD
2024-09,EMEA,Growth,Beta,Enterprise,revenue,645313.61,725720.58,619716.57,EUR
2024-09,EMEA,Growth,Beta,Enterprise,gross_margin,344584.97,391889.12,324386.96,USD
2024-09,EMEA,Growth,Gamma,SMB,revenue,3197476.74,3251991.53,3008993.91,EUR
2024-09,EMEA,Growth,Gamma,SMB,gross_margin,1462122.18,1625995.76,1504710.79,USD
2024-09,EMEA,Growth,Gamma,MidMarket,revenue,2760922.23,2719026.25,2529084.64,EUR
2024-09,EMEA,Growth,Gamma,MidMarket,gross_margin,1397258.39,1359513.13,1255402.98,USD
2024-09,EMEA,Growth,Gamma,Enterprise,revenue,1593561.31,1625995.76,1442775.31,EUR
2024-09,EMEA,Growth,Gamma,Enterprise,gross_margin,803745.21,812997.88,719512.92,USD
2024-09,EMEA,Growth,ServicesPlus,SMB,revenue,3030469.4,2692939.48,2500034.49,EUR
2024-09,EMEA,Growth,ServicesPlus,SMB,gross_margin,1466527.42,1292610.95,1244323.17,USD
2024-09,EMEA,Growth,ServicesPlus,MidMarket,revenue,2104870.36,2251596.62,2215593.99,EUR
2024-09,EMEA,Growth,ServicesPlus,MidMarket,gross_margin,1009026.08,1080766.38,1091099.63,USD
2024-09,EMEA,Growth,ServicesPlus,Enterprise,revenue,1377673.8,1346469.74,1456838.21,EUR
2024-09,EMEA,Growth,ServicesPlus,Enterprise,gross_margin,656482.57,646305.47,683842.92,USD
2024-09,EMEA,Services,Alpha,SMB,revenue,3006275.53,2965409.96,2885616.99,EUR
2024-09,EMEA,Services,Alpha,SMB,gross_margin,1341988.19,1364088.58,1336026.96,USD
2024-09,EMEA,Services,Alpha,MidMarket,revenue,2413010.79,2473159.84,2337425.58,EUR
2024-09,EMEA,Services,Alpha,MidMarket,gross_margin,1093747.37,1137653.53,1019498.53,USD
2024-09,EMEA,Services,Alpha,Enterprise,revenue,1270892.03,1476750.34,1547660.53,EUR
2024-09,EMEA,Services,Alpha,Enterprise,gross_margin,568354.33,679305.16,732146.98,USD
2024-09,EMEA,Services,Beta,SMB,revenue,3484570.59,3353738.57,3135071.96,EUR
2024-09,EMEA,Services,Beta,SMB,gross_margin,1509153.33,1442107.59,1348243.14,USD
2024-09,EMEA,Services,Beta,MidMarket,revenue,3004916.73,2797026.95,2556329.84,EUR
2024-09,EMEA,Services,Beta,MidMarket,gross_margin,1360100.6,1202721.59,1126568.44,USD
2024-09,EMEA,Services,Beta,Enterprise,revenue,1848112.89,1670134.87,1499609.58,EUR
2024-09,EMEA,Services,Beta,Enterprise,gross_margin,765791.24,718157.99,641358.06,USD
2024-09,EMEA,Services,Gamma,SMB,revenue,2751998.02,3011878.22,2783388.41,EUR
2024-09,EMEA,Services,Gamma,SMB,gross_margin,995970.01,1174632.5,1103585.53,USD
2024-09,EMEA,Services,Gamma,MidMarket,revenue,2568572.73,2511914.5,1836160.36,EUR
2024-09,EMEA,Services,Gamma,MidMarket,gross_margin,1053453.8,979646.65,684048.06,USD
2024-09,EMEA,Services,Gamma,Enterprise,revenue,1605617.37,1499891.16,1457110.44,EUR
2024-09,EMEA,Services,Gamma,Enterprise,gross_margin,619964.14,584957.55,580119.91,USD
2024-09,EMEA,Services,ServicesPlus,SMB,revenue,1448292.93,1355421.9,1484338.66,EUR
2024-09,EMEA,Services,ServicesPlus,SMB,gross_margin,535830.02,501506.1,518327.1,USD
2024-09,EMEA,Services,ServicesPlus,MidMarket,revenue,1234547.35,1130425.49,1107829.51,EUR
2024-09,EMEA,Services,ServicesPlus,MidMarket,gross_margin,474683.59,418257.43,407402.03,USD
2024-09,EMEA,Services,ServicesPlus,Enterprise,revenue,742057.52,674989.22,656686.32,EUR
2024-09,EMEA,Services,ServicesPlus,Enterprise,gross_margin,272902.38,249746.01,226294.25,USD
2024-09,APAC,Core,Alpha,SMB,revenue,1467787.94,1311363.0,1273855.54,USD
2024-09,APAC,Core,Alpha,SMB,gross_margin,995113.41,917954.1,883646.68,USD
2024-09,APAC,Core,Alpha,MidMarket,revenue,1123143.51,1092802.5,1162491.83,USD
